,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
Q8DGG4,11.0,35.0,50.0,57.0,11.0,35.0,50.0,57.0,6.0,30.0,45.0,52.0,6.0,30.0,45.0,52.0,11.0,35.0,6.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2S3Y1,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P91917,1.0,7.0,20.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4RD64,11.0,25.0,50.0,11.0,25.0,50.0,16.0,30.0,11.0,25.0,11.0,25.0,11.0,25.0,19.0,19.0,19.0,19.0,19.0,19.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6A9H8,10.0,11.0,20.0,24.0,50.0,57.0,10.0,11.0,20.0,24.0,50.0,57.0,38.0,39.0,10.0,11.0,20.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PAT7,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IFF6,11.0,27.0,35.0,50.0,57.0,11.0,27.0,35.0,50.0,57.0,16.0,32.0,16.0,32.0,16.0,32.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,11.0,27.0,35.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,20.0,38.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3K6K9,0.0,6.0,13.0,14.0,46.0,16.0,23.0,37.0,16.0,23.0,37.0,40.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q88Q08,0.0,6.0,13.0,14.0,46.0,0.0,6.0,13.0,14.0,46.0,0.0,6.0,13.0,14.0,46.0,16.0,23.0,37.0,16.0,23.0,37.0,40.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,12.0,13.0,19.0,28.0,12.0,13.0,19.0,28.0,12.0,13.0,19.0,28.0,12.0,13.0,19.0,28.0,12.0,13.0,19.0,28.0,0.0,6.0,13.0,14.0,20.0,38.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0SH51,22.0,40.0,17.0,35.0,46.0,47.0,46.0,47.0,39.0,16.0,29.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,19.0,20.0,33.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PQJ0,11.0,35.0,50.0,59.0,11.0,35.0,11.0,35.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92G19,16.0,27.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9ZCB6,16.0,27.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,4.0,14.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8GTZ9,16.0,27.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q165Y6,11.0,35.0,50.0,59.0,11.0,35.0,11.0,35.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,2.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07YJ0,11.0,18.0,27.0,35.0,50.0,57.0,11.0,18.0,27.0,35.0,50.0,57.0,16.0,23.0,32.0,16.0,23.0,32.0,16.0,23.0,32.0,40.0,11.0,18.0,27.0,35.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0TUI2,11.0,14.0,35.0,50.0,57.0,11.0,14.0,35.0,50.0,57.0,16.0,19.0,16.0,19.0,16.0,19.0,40.0,11.0,14.0,35.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0HLU0,11.0,35.0,50.0,57.0,11.0,35.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,9.0,16.0,24.0,25.0,9.0,16.0,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5HFB9,11.0,50.0,57.0,12.0,19.0,50.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2RE30,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q97QW8,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,7.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2QZ37,4.0,17.0,35.0,4.0,17.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6F9D8,9.0,11.0,18.0,35.0,50.0,51.0,9.0,11.0,18.0,35.0,50.0,51.0,14.0,16.0,23.0,14.0,16.0,23.0,9.0,11.0,18.0,35.0,9.0,11.0,18.0,35.0,9.0,11.0,18.0,35.0,7.0,22.0,23.0,7.0,22.0,23.0,7.0,22.0,23.0,7.0,22.0,23.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,2.0,17.0,18.0,42.0,2.0,17.0,18.0,42.0,2.0,17.0,18.0,42.0,2.0,17.0,18.0,42.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,12.0,13.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8MHK8,11.0,40.0,50.0,57.0,39.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,9.0,19.0,26.0,34.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,2.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O67849,6.0,11.0,50.0,57.0,6.0,11.0,50.0,57.0,8.0,13.0,6.0,11.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NIK0,35.0,39.0,54.0,35.0,39.0,54.0,35.0,39.0,54.0,35.0,39.0,54.0,35.0,39.0,54.0,19.0,23.0,38.0,19.0,23.0,38.0,17.0,21.0,36.0,17.0,21.0,36.0,17.0,21.0,36.0,17.0,21.0,36.0,0.0,38.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2GK25,12.0,28.0,52.0,11.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,17.0,33.0,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0,7.0,11.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1DEA4,20.0,38.0,39.0,20.0,38.0,39.0,20.0,38.0,39.0,16.0,23.0,16.0,23.0,40.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9IMA6,12.0,20.0,21.0,27.0,49.0,50.0,52.0,16.0,30.0,40.0,11.0,25.0,35.0,11.0,25.0,35.0,11.0,25.0,35.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,1.0,7.0,19.0,20.0,1.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8DVU1,12.0,40.0,60.0,12.0,40.0,60.0,12.0,40.0,60.0,12.0,40.0,60.0,12.0,40.0,60.0,30.0,42.0,12.0,24.0,29.0,35.0,5.0,17.0,22.0,28.0,0.0,17.0,0.0,17.0,0.0,17.0,12.0,12.0,12.0,12.0,40.0,12.0,40.0,12.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7GNK1,12.0,60.0,30.0,30.0,19.0,19.0,19.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7WQL8,6.0,14.0,46.0,6.0,14.0,46.0,39.0,11.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VZX6,6.0,14.0,46.0,6.0,14.0,46.0,39.0,11.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,10.0,17.0,24.0,39.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,5.0,12.0,19.0,34.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0ZAL7,11.0,50.0,51.0,57.0,11.0,50.0,51.0,57.0,11.0,11.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1YSU7,5.0,12.0,15.0,19.0,27.0,52.0,5.0,12.0,15.0,19.0,27.0,52.0,60.0,5.0,12.0,15.0,19.0,27.0,52.0,60.0,6.0,14.0,46.0,6.0,14.0,46.0,16.0,16.0,16.0,11.0,11.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,10.0,17.0,20.0,24.0,32.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,5.0,12.0,15.0,19.0,27.0,1.0,19.0,20.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0RR37,16.0,31.0,16.0,31.0,37.0,39.0,14.0,16.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0RDG3,10.0,11.0,37.0,41.0,50.0,13.0,33.0,34.0,13.0,33.0,34.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,4.0,8.0,17.0,32.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,3.0,12.0,27.0,4.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5E958,11.0,41.0,50.0,57.0,6.0,36.0,45.0,52.0,6.0,36.0,45.0,52.0,6.0,36.0,45.0,52.0,6.0,36.0,45.0,52.0,16.0,6.0,36.0,6.0,36.0,13.0,22.0,29.0,10.0,19.0,26.0,10.0,19.0,26.0,8.0,17.0,24.0,8.0,17.0,24.0,8.0,17.0,24.0,3.0,12.0,19.0,3.0,12.0,19.0,3.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q747Q2,11.0,50.0,57.0,12.0,19.0,28.0,50.0,52.0,12.0,19.0,28.0,50.0,52.0,16.0,11.0,11.0,11.0,19.0,26.0,35.0,19.0,26.0,35.0,19.0,26.0,35.0,19.0,26.0,35.0,17.0,24.0,33.0,17.0,24.0,33.0,17.0,24.0,33.0,17.0,24.0,33.0,17.0,24.0,33.0,17.0,24.0,33.0,12.0,19.0,28.0,12.0,19.0,28.0,12.0,19.0,28.0,12.0,19.0,28.0,12.0,19.0,28.0,12.0,19.0,28.0,4.0,19.0,20.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
