,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
P41752,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,
P41745,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
P0CN31,20.0,30.0,36.0,2.0,16.0,19.0,20.0,2.0,16.0,19.0,20.0,2.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P41203,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34825,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
O27132,1.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74MI6,15.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01372,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q976B1,20.0,24.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q875S0,6.0,8.0,18.0,22.0,6.0,8.0,18.0,22.0,6.0,8.0,18.0,22.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TRC3,0.0,1.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P26752,4.0,9.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28371,6.0,42.0,1.0,37.0,1.0,37.0,1.0,37.0,39.0,0.0,1.0,2.0,3.0,10.0,25.0,38.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
Q0SMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6FZB9,6.0,12.0,25.0,27.0,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9MQH0,1.0,14.0,16.0,20.0,21.0,34.0,0.0,1.0,2.0,3.0,10.0,23.0,25.0,38.0,40.0,44.0,45.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,,,,,,,,,,
Q1WVA0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MW21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73IX6,6.0,15.0,16.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5GRY3,6.0,15.0,16.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11HA6,6.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PGI1,0.0,1.0,3.0,7.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0CY35,20.0,30.0,36.0,20.0,30.0,36.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,
P61877,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5A6N7,4.0,7.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6A4M0,4.0,7.0,15.0,4.0,7.0,15.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3JV86,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74A61,13.0,22.0,25.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6LST1,0.0,6.0,9.0,0.0,36.0,39.0,2.0,28.0,0.0,1.0,2.0,3.0,10.0,16.0,25.0,26.0,38.0,58.0,,,,,,,,,,,,,,,,,,,,,,,
Q9I244,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8PXR7,13.0,19.0,26.0,29.0,35.0,13.0,19.0,26.0,29.0,35.0,43.0,45.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3DT30,6.0,12.0,25.0,31.0,32.0,8.0,8.0,40.0,3.0,4.0,3.0,4.0,8.0,40.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8R7V1,11.0,16.0,0.0,1.0,2.0,3.0,10.0,13.0,23.0,25.0,38.0,40.0,44.0,45.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3JZB5,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9K883,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0K5P0,11.0,16.0,1.0,14.0,16.0,20.0,21.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1GZ80,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O74718,11.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q981F7,6.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3J5S4,0.0,1.0,3.0,7.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O74774,10.0,11.0,20.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32769,11.0,20.0,25.0,30.0,36.0,5.0,20.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O08582,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0IFX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2XV59,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58DC5,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5XGS8,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8I335,20.0,29.0,31.0,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O00178,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0WXB8,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9XEK9,18.0,35.0,18.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8PU78,6.0,20.0,0.0,1.0,9.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4YCQ5,0.0,1.0,9.0,20.0,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IMS5,11.0,12.0,21.0,27.0,36.0,39.0,0.0,12.0,20.0,26.0,32.0,6.0,7.0,16.0,22.0,31.0,34.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
A4WIK2,3.0,0.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O58822,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3DMS0,5.0,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95691,5.0,15.0,0.0,1.0,9.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JGR9,5.0,11.0,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IMM5,0.0,1.0,11.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O29490,0.0,1.0,20.0,26.0,0.0,1.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5UXU6,0.0,12.0,20.0,26.0,0.0,12.0,20.0,26.0,0.0,12.0,20.0,26.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TV06,0.0,12.0,40.0,0.0,1.0,9.0,20.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1YCQ7,0.0,3.0,0.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TQL5,6.0,20.0,0.0,1.0,9.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8ZX20,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MTU7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8U1R8,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6YWH3,5.0,11.0,17.0,5.0,33.0,0.0,1.0,9.0,20.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8MBV9,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UZK7,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WMW4,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4JWS1,10.0,12.0,20.0,29.0,2.0,15.0,17.0,25.0,34.0,10.0,12.0,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92BN4,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q126K0,10.0,12.0,18.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WAW8,10.0,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9BNJ8,10.0,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9MDP9,10.0,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1TLE7,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4G6S1,21.0,36.0,1.0,35.0,40.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1VRT5,10.0,12.0,18.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0C6Z1,5.0,11.0,14.0,5.0,11.0,14.0,5.0,11.0,14.0,53.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
Q74IG8,15.0,28.0,0.0,1.0,3.0,18.0,29.0,44.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8YP23,5.0,8.0,27.0,0.0,3.0,22.0,5.0,11.0,53.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48DZ2,5.0,7.0,15.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53893,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q041Z5,15.0,28.0,0.0,1.0,3.0,18.0,29.0,44.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0ADD1,27.0,28.0,31.0,39.0,0.0,1.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3K5A9,6.0,17.0,32.0,33.0,5.0,7.0,15.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5FA93,5.0,7.0,0.0,2.0,12.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3M7Y0,5.0,8.0,27.0,0.0,3.0,22.0,5.0,11.0,53.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38VL2,5.0,8.0,22.0,30.0,0.0,1.0,3.0,18.0,44.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4KIC9,5.0,7.0,15.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BNW9,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5E7K1,5.0,7.0,0.0,2.0,12.0,28.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6Q1T9,10.0,12.0,21.0,35.0,36.0,37.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6FLG2,7.0,12.0,16.0,36.0,7.0,12.0,16.0,36.0,7.0,12.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5DTX8,13.0,31.0,36.0,13.0,31.0,36.0,9.0,12.0,18.0,25.0,29.0,50.0,9.0,12.0,18.0,25.0,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
Q5BJP6,13.0,18.0,13.0,18.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4HEQ8,9.0,11.0,16.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4K410,0.0,8.0,20.0,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O25225,15.0,35.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5F3X4,5.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O08810,5.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4FUD3,5.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9ZLZ3,15.0,35.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39730,0.0,9.0,20.0,26.0,37.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18905,25.0,38.0,39.0,44.0,51.0,30.0,43.0,44.0,49.0,56.0,25.0,38.0,39.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A6QB12,2.0,7.0,14.0,15.0,27.0,33.0,35.0,45.0,47.0,48.0,2.0,7.0,14.0,15.0,27.0,33.0,35.0,45.0,47.0,48.0,2.0,7.0,14.0,15.0,27.0,33.0,35.0,45.0,47.0,48.0,2.0,9.0,10.0,22.0,28.0,30.0,40.0,42.0,43.0,,
P34823,2.0,12.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8GTY0,2.0,12.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4YJQ8,8.0,18.0,22.0,31.0,42.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q874B9,6.0,8.0,18.0,22.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q118Z3,0.0,1.0,2.0,3.0,23.0,26.0,38.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2KV83,14.0,16.0,20.0,21.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1D777,46.0,56.0,46.0,56.0,46.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0QQM0,0.0,1.0,2.0,3.0,10.0,13.0,25.0,38.0,40.0,43.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27634,2.0,9.0,19.0,20.0,33.0,2.0,9.0,19.0,20.0,33.0,2.0,9.0,19.0,20.0,33.0,2.0,9.0,19.0,20.0,33.0,,,,,,,,,,,,,,,,,,,,,
Q6CPQ9,6.0,8.0,18.0,22.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5DI11,8.0,18.0,22.0,42.0,14.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0LRL7,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2RP72,0.0,1.0,2.0,3.0,10.0,19.0,38.0,40.0,44.0,45.0,10.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0DH99,2.0,12.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0WL56,2.0,12.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5A0M4,8.0,18.0,22.0,31.0,42.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23716,22.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O14460,8.0,18.0,22.0,31.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q492B1,0.0,1.0,2.0,3.0,10.0,21.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8Z6I6,0.0,1.0,2.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2N9A7,1.0,14.0,16.0,20.0,21.0,22.0,25.0,30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2W2I8,0.0,1.0,2.0,3.0,10.0,23.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2HSL2,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8EX19,0.0,1.0,2.0,13.0,25.0,38.0,40.0,44.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2RQV7,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8D3H2,13.0,37.0,46.0,55.0,13.0,37.0,46.0,55.0,13.0,37.0,46.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5CUB6,0.0,1.0,3.0,18.0,39.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2JFH8,0.0,1.0,3.0,7.0,21.0,38.0,48.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8W4H7,2.0,12.0,16.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28996,2.0,25.0,29.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5ELN0,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P75544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1T4L5,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29542,0.0,1.0,3.0,7.0,21.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AF46,0.0,1.0,3.0,7.0,8.0,11.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5C0J3,0.0,1.0,3.0,21.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5FIJ9,0.0,1.0,3.0,7.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PEZ7,0.0,1.0,3.0,7.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8HD11,0.0,1.0,3.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9WSW5,0.0,1.0,3.0,16.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BQ44,0.0,1.0,3.0,7.0,36.0,39.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41803,2.0,12.0,16.0,19.0,20.0,2.0,12.0,16.0,19.0,20.0,7.0,11.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754C8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1HPK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q64NK6,15.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0BYB1,12.0,25.0,27.0,31.0,32.0,33.0,38.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9CDG1,0.0,1.0,2.0,3.0,10.0,19.0,38.0,40.0,44.0,45.0,10.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38UQ9,0.0,1.0,2.0,3.0,10.0,19.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MGH8,0.0,1.0,2.0,3.0,10.0,19.0,25.0,26.0,38.0,40.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AIJ7,0.0,1.0,3.0,7.0,8.0,11.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0JZ88,0.0,1.0,3.0,16.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0RB36,0.0,1.0,3.0,18.0,39.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0RRS3,0.0,1.0,3.0,7.0,21.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8G708,0.0,1.0,3.0,7.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8M531,0.0,1.0,3.0,7.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73PN3,0.0,1.0,7.0,8.0,36.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23112,18.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q87M30,0.0,1.0,3.0,10.0,19.0,24.0,25.0,26.0,38.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5L8A7,15.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6KYJ7,15.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q057A1,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5CXN7,0.0,1.0,2.0,3.0,10.0,13.0,25.0,38.0,40.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MGH7,0.0,1.0,3.0,7.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7UZY7,0.0,1.0,3.0,7.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4XBP8,0.0,1.0,3.0,7.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O83217,0.0,1.0,7.0,36.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1R8U9,0.0,1.0,3.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2C4U5,0.0,1.0,3.0,7.0,36.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q83NT9,0.0,1.0,3.0,18.0,39.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5K6I6,1.0,10.0,12.0,35.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4DKF7,0.0,1.0,10.0,20.0,22.0,34.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4DZ91,0.0,1.0,10.0,20.0,22.0,34.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8QCE7,1.0,10.0,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7RJ38,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3L3C9,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4FZQ3,0.0,9.0,12.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6M0I6,0.0,9.0,12.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5RDE1,0.0,9.0,20.0,26.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6UVG0,0.0,9.0,12.0,20.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0W8X2,0.0,9.0,20.0,26.0,32.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466D5,0.0,1.0,9.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2FU48,0.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1RXH6,0.0,1.0,9.0,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60841,0.0,9.0,20.0,26.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7IAP7,0.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12Z93,0.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9A813,0.0,9.0,12.0,20.0,32.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6URS1,0.0,9.0,12.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q05D44,0.0,9.0,20.0,26.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2GUV7,0.0,9.0,20.0,26.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q980Q8,0.0,1.0,9.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q976A1,0.0,1.0,9.0,20.0,30.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6A1V3,0.0,9.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
